crisno,sentence_number_int_aligned,sentence_number_int_aligned_groupmethod,sentence1,sentence2,sentence3,sentence4
407,59,58,"In a letter to the UN Secretary-General, Shevardnadze wrote: ""the world community should become aware that the evil empire is still thriving, still sowing seeds of death.""",,,
407,60,58,Russia imposed sanctions on Abkhazia on 19-20 September but rejected Shevardnadze's call for the imposition of peace by the threat of force.,"In a letter to the UN Secretary-General, Shevardnadze wrote: ""the world community should become aware that the evil empire is still thriving, still sowing seeds of death."" Russia imposed sanctions on Abkhazia on 19-20 September but rejected Shevardnadze's call for the imposition of peace by the threat of force.",,
407,61,59,"On 8 October, after a meeting with Yeltsin, Shevardnadze said that the Commonwealth of Independent States (CIS) was ""the last chance to save the country"" and agreed to join the loose successor to the USSR. (Georgia formally became a member of the CIS on 22 October.)","On 8 October, after a meeting with Yeltsin, Shevardnadze said that the Commonwealth of Independent States Tension was defused, and the crisis ended.",,
407,62,59,"Tension was defused, and the crisis ended.",,,
407,63,61,(A peacekeeping force of 500 Russian marines arrived in Georgia on 4 November and was sent to western Georgia to protect main roads and railway lines.,,(A peacekeeping force of 500 Russian marines arrived in Georgia on 4 November and was sent to western Georgia to protect main roads and railway lines.,
407,64,62,,,"On 18 November the leader of Abkhazia's separatists, Vladislav Ardzinba, said that a referendum would be held to decide on unification with Russia.)",
407,65,63,,,"(The Georgia-Abkhaz agreement, mediated by the UN, was signed on 1 December in Geneva.",
407,66,64,,,The two sides agreed on a cease-fire and pledged to continue negotiations.,
407,67,65,,,They also agreed on the deployment of more international observers.),
408,1,1,"North Korea, South Korea, and the United States were enmeshed in a post-Cold War crisis over nuclear proliferation from early March 1993 until 21 October 1994.","North Korea, South Korea, and the United States were enmeshed in a post-Cold War crisis over nuclear proliferation from early March 1993 until 21 October 1994.",,
408,2,2,,The Nuclear Non-Proliferation Treaty (NPT) formally came into effect in 1970.,,
408,3,3,"Background and Pre-crisisThe Nuclear Non-Proliferation Treaty became a signatory in December 1985, part of the price for Soviet assistance in realizing its nuclear reactor program.","The Democratic People's Republic of Korea (DPRK, or North Korea) became a signatory in December 1985, part of the price for Soviet assistance in realizing its nuclear reactor program.",,
408,4,4,"As such, it undertook not to engage in activities that could lead to the production of nuclear weapons.","As such, it undertook not to engage in activities that could lead to the production of nuclear weapons.",,
408,5,5,"Further commitments were undertaken -- by both Koreas -- in their 1992 Denuclearization Agreement, notably a ban on the production of fissile material and the signing of a Joint Declaration on Denuclearization, an agreement in principle to establish a nuclear-free zone on the Korean peninsula.","Further commitments were undertaken--by both Koreas--in their 1992 Denuclearization Agreement, notably a ban on the production of fissile material and the signing of a Joint Declaration on Denuclearization, an agreement in principle to establish a nuclear-free zone on the Korean peninsula.",,
408,6,6,"More tangibly, in the January 1992 IAEA Safeguards Agreement, the DPRK undertook to reveal the existence of 13 hitherto-unknown nuclear facilities and to permit regular inspections of North Korea's Yongbyon complex by the International Atomic Energy Agency.","More tangibly, in the January 1992 IAEA Safeguards Agreement, the DPRK undertook to reveal the existence of 13 hitherto-unknown nuclear facilities and to permit regular inspections of North Korea's Yongbyon complex by the International Atomic Energy Agency (IAEA).",,
408,7,7,"Notwithstanding these commitments, evidence of an incipient North Korean nuclear bomb program was reported by U.S. intelligence as early as February 1992.","Notwithstanding these commitments, evidence of an incipient North Korean nuclear bomb program was reported by U.S. intelligence as early as February 1992.",,
408,8,8,"Tension between the International Atomic Energy Agency and North Korea was endemic: the former, acting as the NPT's monitoring body, kept pressing for total access to the latter's nuclear facilities, while North Korea attempted to restrict access.","Tension between the International Atomic Energy Agency and North Korea was endemic: the former, acting as the NPT's monitoring body, kept pressing for total access to the latter's nuclear facilities, while North Korea attempted to restrict access.",,
408,9,9,"In February 1993 IAEA inspectors, on a routine check, discovered a substantive discrepancy between the amount of weapons-grade plutonium and the amount reported by North Korea to the IAEA.","In February 1993 IAEA inspectors, on a routine check, discovered a substantive discrepancy between the amount of weapons-grade plutonium and the amount reported by North Korea to the IAEA.",,
408,10,10,This created the setting for an impending crisis.,This created the setting for an impending crisis.,,
408,11,11,"In early March 1993 the IAEA sought permission from the DPRK for a ""special inspection"" of two suspect, that is, hitherto-undeclared, nuclear waste sites.","In early March 1993 the IAEA sought permission from the DPRK for a ""special inspection"" of two suspect, that is, hitherto-undeclared, nuclear waste sites.",,
408,12,12,"This triggered a crisis for North Korea, which perceived a threat to the ""crown jewel"" of its national security.","This triggered a crisis for North Korea, which perceived a threat to the ""crown jewel"" of its national security.",,
408,13,13,"It refused the request, claiming that these were restricted military nonnuclear facilities.","It refused the request, claiming that these were restricted military nonnuclear facilities.",,
408,14,14,"More ominously for the DPRK's adversaries, the ROK and its patron, the U.S., North Korea responded by giving public notice on 12 March of its intention to withdraw from the NPT regime.","More ominously for the DPRK's adversaries, the ROK and its patron, the U.S., North Korea responded by giving public notice on 12 March of its intention to withdraw from the NPT regime.",,
408,15,15,"The reasons cited were the IAEA's unprecedented pressure to conduct special inspections and the impending annual ""Team Spirit"" military cooperation exercise by ROK and U.S. forces.","The reasons cited were the IAEA's unprecedented pressure to conduct special inspections and the impending annual ""Team Spirit"" military cooperation exercise by ROK and U.S. forces.",,
408,16,16,"Pyongyang's announcement, raising the specter of a full-scale, unmonitored North Korean nuclear weapons program, triggered a crisis for South Korea and the U.S.South Korea's leaders had perceived a threat of renewed war with the DPRK since the Korean Armistice in 1953.","Pyongyang's announcement, raising the specter of a full-scale, unmonitored North Korean nuclear weapons program, triggered a crisis for South Korea and the U.S. South Korea's leaders had perceived a threat of renewed war with the DPRK since the Korean Armistice in 1953.",,
408,17,17,"The declaration from Pyongyang sharply accentuated Seoul's perception of the high likelihood of war, initiated by the North's larger and more powerful armed forces.","The declaration from Pyongyang sharply accentuated Seoul's perception of the high likelihood of war, initiated by the North's larger and more powerful armed forces.",,
408,18,18,"For the U.S., the crisis threatened its primacy in the post-Cold War world order and, specifically, constituted a potentially dangerous precedent of nuclear proliferation by a small, ambitious state.","For the U.S., the crisis threatened its primacy in the post-Cold War world order and, specifically, constituted a potentially dangerous precedent of nuclear proliferation by a small, ambitious state.",,
